System,Site,Process,Condition,ICM V4.0,ICM V3.1 Surgical,ICM V3.1 Non-surgical,Unique code,APII code
"Endo, Met, Thermoreg & Tox",Chromosomal abnormalities,Trisomy,Trisomy 21 (Down's syndrome),8.11.53.2,1.8.11.53.2,2.8.11.53.2,EN82,M14
"Endo, Met, Thermoreg & Tox",Chromosomal abnormalities,Trisomy,Trisomy 13 (Patau or trisomy D),8.11.53.3,1.8.11.53.3,2.8.11.53.3,EN80,M14
"Endo, Met, Thermoreg & Tox",Chromosomal abnormalities,Trisomy,"Trisomy, neither 13, 18 nor 21",8.11.53.4,1.8.11.53.4,2.8.11.53.4,EN76,M14
"Endo, Met, Thermoreg & Tox",Chromosomal abnormalities,Chromosomal deletion syndromes,Chromosomal deletion syndromes (partial monosomy),8.11.54.1,1.8.11.54.1,2.8.11.54.1,EN84,M14
"Endo, Met, Thermoreg & Tox",Pituitary,Haemorrhage,Pituitary haemorrhage,8.2.15.1,1.8.2.15.1,2.8.2.15.1,EN61,M30
"Endo, Met, Thermoreg & Tox",Pituitary,Over-activity,Cushing's syndrome,8.2.32.1,1.8.2.32.1,2.8.2.32.1,EN16,M30
"Endo, Met, Thermoreg & Tox",Pituitary,Over-activity,Acromegaly,8.2.32.2,1.8.2.32.2,2.8.2.32.2,EN2,M30
"Endo, Met, Thermoreg & Tox",Pituitary,Over-activity,Prolactinoma,8.2.32.3,1.8.2.32.3,2.8.2.32.3,EN63,M02
"Endo, Met, Thermoreg & Tox",Pituitary,Tumour or malignancy,Cushing's syndrome,8.2.39.1,1.8.2.39.1,2.8.2.39.1,EN16,M30
"Endo, Met, Thermoreg & Tox",Pituitary,Tumour or malignancy,Acromegaly,8.2.39.2,1.8.2.39.2,2.8.2.39.2,EN2,M30
"Endo, Met, Thermoreg & Tox",Pituitary,Tumour or malignancy,Prolactinoma,8.2.39.3,1.8.2.39.3,2.8.2.39.3,EN63,M02
"Endo, Met, Thermoreg & Tox",Pituitary,Tumour or malignancy,Pituitary tumour not defined,8.2.39.4,1.8.2.39.4,2.8.2.39.4,EN54,M02
"Endo, Met, Thermoreg & Tox",Pituitary,Under-activity,Diabetes insipidus (central),8.2.40.1,1.8.2.40.1,2.8.2.40.1,EN18,M30
"Endo, Met, Thermoreg & Tox",Pituitary,Under-activity,Hypopituitarism,8.2.40.2,1.8.2.40.2,2.8.2.40.2,EN35,M30
"Endo, Met, Thermoreg & Tox",Adrenal,Haemorrhage,Haemorrhage into or from adrenal,8.3.15.1,1.8.3.15.1,2.8.3.15.1,EN5,M30
"Endo, Met, Thermoreg & Tox",Adrenal,Over-activity,Cushing's syndrome,8.3.32.1,1.8.3.32.1,2.8.3.32.1,EN16,M30
"Endo, Met, Thermoreg & Tox",Adrenal,Tumour or malignancy,Phaeochromocytoma,8.3.39.1,1.8.3.39.1,2.8.3.39.1,CA91,K02
"Endo, Met, Thermoreg & Tox",Adrenal,Tumour or malignancy,Adrenocortical tumour,8.3.39.2,1.8.3.39.2,2.8.3.39.2,EN6,M02
"Endo, Met, Thermoreg & Tox",Adrenal,Under-activity,Addison's disease,8.3.40.1,1.8.3.40.1,2.8.3.40.1,EN4,M30
"Endo, Met, Thermoreg & Tox",Adrenal,Congenital or acquired deformity or abnormality,Inborn errors of adrenal function,8.3.8.1,1.8.3.8.1,2.8.3.8.1,EN39,M14
"Endo, Met, Thermoreg & Tox",Endocrine pancreas,Diabetes mellitus,Diabetic ketoacidosis,8.4.10.1,1.8.4.10.1,2.8.4.10.1,EN20,M29
"Endo, Met, Thermoreg & Tox",Endocrine pancreas,Diabetes mellitus,Hyperosmolar coma,8.4.10.2,1.8.4.10.2,2.8.4.10.2,EN31,M29
"Endo, Met, Thermoreg & Tox",Endocrine pancreas,Diabetes mellitus,Hypoglycaemia due to insulin therapy,8.4.10.3,1.8.4.10.3,2.8.4.10.3,EN33,M30
"Endo, Met, Thermoreg & Tox",Endocrine pancreas,Diabetes mellitus,Insulinoma,8.4.10.4,1.8.4.10.4,2.8.4.10.4,EN43,M02
"Endo, Met, Thermoreg & Tox",Endocrine pancreas,Diabetes mellitus,Diabetes mellitus,8.4.10.5,1.8.4.10.5,2.8.4.10.5,EN19,M30
"Endo, Met, Thermoreg & Tox",Endocrine pancreas,Transplant (or related),Islet cell allograft,8.4.37.1,1.8.4.37.1,2.8.4.37.1,EN44,M33
"Endo, Met, Thermoreg & Tox",Endocrine pancreas,Tumour or malignancy,Insulinoma,8.4.39.1,1.8.4.39.1,2.8.4.39.1,EN43,M02
"Endo, Met, Thermoreg & Tox",Parathyroids,Over-activity,Hypercalcaemia,8.5.32.1,1.8.5.32.1,2.8.5.32.1,EN29,M28
"Endo, Met, Thermoreg & Tox",Parathyroids,Tumour or malignancy,Parathyroid tumour,8.5.39.1,1.8.5.39.1,2.8.5.39.1,EN60,M02
"Endo, Met, Thermoreg & Tox",Parathyroids,Under-activity,Congenital hypoparathyroidism,8.5.40.1,1.8.5.40.1,2.8.5.40.1,EN15,M14
"Endo, Met, Thermoreg & Tox",Parathyroids,Under-activity,Autoimmune hypoparathyroidism,8.5.40.2,1.8.5.40.2,2.8.5.40.2,EN12,M30
"Endo, Met, Thermoreg & Tox",Parathyroids,Under-activity,Post-surgical hypoparathyroidism,8.5.40.3,1.8.5.40.3,2.8.5.40.3,EN62,M30
"Endo, Met, Thermoreg & Tox",Parathyroids,Congenital or acquired deformity or abnormality,Congenital hypoparathyroidism,8.5.8.1,1.8.5.8.1,2.8.5.8.1,EN15,M14
"Endo, Met, Thermoreg & Tox",Parathyroids,Congenital or acquired deformity or abnormality,Autoimmune hypoparathyroidism,8.5.8.2,1.8.5.8.2,2.8.5.8.2,EN12,M30
"Endo, Met, Thermoreg & Tox",Parathyroids,Congenital or acquired deformity or abnormality,Post-surgical hypoparathyroidism,8.5.8.3,1.8.5.8.3,2.8.5.8.3,EN62,M30
"Endo, Met, Thermoreg & Tox",Ovaries,Over-activity,Ovarian hyperstimulation,8.6.32.1,1.8.6.32.1,2.8.6.32.1,EN55,K30
"Endo, Met, Thermoreg & Tox",Ovaries,Tumour or malignancy,Ovarian tumour,8.6.39.1,1.8.6.39.1,2.8.6.39.1,EN56,K02
"Endo, Met, Thermoreg & Tox",Ovaries,Tumour or malignancy,Ovarian cyst,8.6.39.2,1.8.6.39.2,2.8.6.39.2,GE35,K35
"Endo, Met, Thermoreg & Tox",Thermoregulation,Hyperthermia,Malignant hyperpyrexia,8.7.20.1,1.8.7.20.1,2.8.7.20.1,EN46,M31
"Endo, Met, Thermoreg & Tox",Thermoregulation,Hyperthermia,Drug induced hyperpyrexia or neuroleptic malignant syndrome,8.7.20.2,1.8.7.20.2,2.8.7.20.2,EN51,M31
"Endo, Met, Thermoreg & Tox",Thermoregulation,Hyperthermia,Heat-stroke or heat exhaustion,8.7.20.3,1.8.7.20.3,2.8.7.20.3,EN28,M28
"Endo, Met, Thermoreg & Tox",Thermoregulation,Hypothermia,Accidental hypothermia,8.7.26.1,1.8.7.26.1,2.8.7.26.1,EN1,M31
"Endo, Met, Thermoreg & Tox",Thermoregulation,Hypothermia,Induced hypothermia,8.7.26.2,1.8.7.26.2,2.8.7.26.2,EN41,M31
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,"Accidental intoxication, poisoning or medication event",Adverse event associated with sedatives or hypnotics,8.8.1.1,1.8.8.1.1,2.8.8.1.1,EN66,N36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,"Accidental intoxication, poisoning or medication event",Adverse event associated with alcohol,8.8.1.10,1.8.8.1.10,2.8.8.1.10,EN7,N36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,"Accidental intoxication, poisoning or medication event",Adverse event associated with carbon monoxide,8.8.1.11,1.8.8.1.11,2.8.8.1.11,EN88,R36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,"Accidental intoxication, poisoning or medication event",Adverse event associated with gases (not carbon monoxide),8.8.1.12,1.8.8.1.12,2.8.8.1.12,EN90,R36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,"Accidental intoxication, poisoning or medication event",Adverse event associated with agent not defined,8.8.1.13,1.8.8.1.13,2.8.8.1.13,EN50,N36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,"Accidental intoxication, poisoning or medication event",Adverse event associated with warfarin,8.8.1.14,1.8.8.1.14,2.8.8.1.14,EN103,H36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,"Accidental intoxication, poisoning or medication event",Adverse event associated with narcotics,8.8.1.2,1.8.8.1.2,2.8.8.1.2,EN49,N36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,"Accidental intoxication, poisoning or medication event",Adverse event associated with tri- or tetracyclic antidepressants,8.8.1.3,1.8.8.1.3,2.8.8.1.3,EN87,N36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,"Accidental intoxication, poisoning or medication event",Adverse event associated with non-cyclic antidepressants,8.8.1.4,1.8.8.1.4,2.8.8.1.4,EN10,N36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,"Accidental intoxication, poisoning or medication event",Adverse event associated with cardiovascular drugs,8.8.1.5,1.8.8.1.5,2.8.8.1.5,EN13,C36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,"Accidental intoxication, poisoning or medication event",Adverse event associated with aspirin,8.8.1.6,1.8.8.1.6,2.8.8.1.6,EN11,N36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,"Accidental intoxication, poisoning or medication event",Adverse event associated with paracetamol,8.8.1.7,1.8.8.1.7,2.8.8.1.7,EN91,N36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,"Accidental intoxication, poisoning or medication event",Adverse event associated with industrial or agricultural chemicals,8.8.1.8,1.8.8.1.8,2.8.8.1.8,EN89,N36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,"Accidental intoxication, poisoning or medication event",Adverse event associated with insulin,8.8.1.9,1.8.8.1.9,2.8.8.1.9,EN42,M36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hyperglycaemia,Diabetic ketoacidosis,8.8.16.1,1.8.8.16.1,2.8.8.16.1,EN20,M29
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hyperglycaemia,Hyperosmolar states,8.8.16.2,1.8.8.16.2,2.8.8.16.2,EN74,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hyperkalaemia,Iatrogenic potassium intoxication,8.8.17.1,1.8.8.17.1,2.8.8.17.1,EN38,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hyperkalaemia,Familial periodic paralysis,8.8.17.3,1.8.8.17.3,2.8.8.17.3,EN25,N08
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hyperkalaemia,Acute renal failure due to infection,8.8.17.4,1.8.8.17.4,2.8.8.17.4,GE5,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hyperkalaemia,Acute renal failure due to haemodynamic causes,8.8.17.5,1.8.8.17.5,2.8.8.17.5,GE4,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hyperkalaemia,Acute renal failure due to toxic or drug causes,8.8.17.6,1.8.8.17.6,2.8.8.17.6,GE6,K36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hyperkalaemia,Chronic renal failure,8.8.17.7,1.8.8.17.7,2.8.8.17.7,GE17,K35
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hyperkalaemia,Acute renal failure due to haemolytic uraemic syndrome,8.8.17.8,1.8.8.17.8,2.8.8.17.8,HA37,H32
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hypernatraemia,Water depletion,8.8.18.2,1.8.8.18.2,2.8.8.18.2,EN72,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hypernatraemia,Excess sodium intake,8.8.18.3,1.8.8.18.3,2.8.8.18.3,EN24,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hypernatraemia,Diabetes insipidus (central),8.8.18.4,1.8.8.18.4,2.8.8.18.4,EN18,M30
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hypernatraemia,Diabetes insipidus (nephrogenic),8.8.18.5,1.8.8.18.5,2.8.8.18.5,EN106,M30
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Acidaemia,Hyperchloraemic acidosis,8.8.2.1,1.8.8.2.1,2.8.8.2.1,EN30,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Acidaemia,Lactic acidosis,8.8.2.2,1.8.8.2.2,2.8.8.2.2,EN45,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Acidaemia,Diabetic ketoacidosis,8.8.2.3,1.8.8.2.3,2.8.8.2.3,EN20,M29
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hypocalcaemia,Hypoparathyroidism,8.8.21.1,1.8.8.21.1,2.8.8.21.1,EN34,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hypocalcaemia,Chelating agent toxicity,8.8.21.2,1.8.8.21.2,2.8.8.21.2,EN14,M36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hypoglycaemia,Hypoglycaemia due to insulin therapy,8.8.22.1,1.8.8.22.1,2.8.8.22.1,EN33,M30
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hypoglycaemia,Insulinoma,8.8.22.2,1.8.8.22.2,2.8.8.22.2,EN43,M02
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hypoglycaemia,Hypoglycaemia not due to excess insulin,8.8.22.3,1.8.8.22.3,2.8.8.22.3,EN53,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hypokalaemia,Paraneoplastic hypokalaemia,8.8.23.1,1.8.8.23.1,2.8.8.23.1,EN59,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hypokalaemia,Drug induced hypokalaemia,8.8.23.2,1.8.8.23.2,2.8.8.23.2,EN21,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hypokalaemia,Renal hypokalaemia,8.8.23.3,1.8.8.23.3,2.8.8.23.3,GE67,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hyponatraemia,Water intoxication,8.8.24.1,1.8.8.24.1,2.8.8.24.1,EN73,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hyponatraemia,Iatrogenic hyponatraemia,8.8.24.2,1.8.8.24.2,2.8.8.24.2,EN37,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hyponatraemia,Paraneoplastic hyponatraemia,8.8.24.3,1.8.8.24.3,2.8.8.24.3,EN57,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Alcohol related disorders,Alcohol overdose,8.8.3.1,1.8.8.3.1,2.8.8.3.1,EN100,N36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Alcohol related disorders,Alcohol withdrawal seizures,8.8.3.2,1.8.8.3.2,2.8.8.3.2,EN8,N07
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Alcohol related disorders,Delerium tremens,8.8.3.3,1.8.8.3.3,2.8.8.3.3,EN17,M27
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Alcohol related disorders,Acute alcoholic hepatitis,8.8.3.4,1.8.8.3.4,2.8.8.3.4,EN3,G36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Self-harm or self poisoning,Self-harm with sedatives or hypnotics,8.8.34.1,1.8.8.34.1,2.8.8.34.1,EN98,N04
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Self-harm or self poisoning,Self-harm with alcohol,8.8.34.10,1.8.8.34.10,2.8.8.34.10,EN99,N04
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Self-harm or self poisoning,Self-harm with carbon monoxide,8.8.34.11,1.8.8.34.11,2.8.8.34.11,EN64,N04
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Self-harm or self poisoning,Self-harm with gases (not carbon monoxide),8.8.34.12,1.8.8.34.12,2.8.8.34.12,EN77,N04
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Self-harm or self poisoning,Self-harm with agent not defined,8.8.34.13,1.8.8.34.13,2.8.8.34.13,EN97,N04
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Self-harm or self poisoning,Self-harm with warfarin,8.8.34.14,1.8.8.34.14,2.8.8.34.14,EN104,N04
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Self-harm or self poisoning,Self-harm with narcotics,8.8.34.2,1.8.8.34.2,2.8.8.34.2,EN96,N04
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Self-harm or self poisoning,Self-harm with tri- or tetracyclic antidepressants,8.8.34.3,1.8.8.34.3,2.8.8.34.3,EN79,N04
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Self-harm or self poisoning,Self-harm with non-cyclic antidepressants,8.8.34.4,1.8.8.34.4,2.8.8.34.4,EN92,N04
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Self-harm or self poisoning,Self-harm with cardiovascular drugs,8.8.34.5,1.8.8.34.5,2.8.8.34.5,EN94,N04
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Self-harm or self poisoning,Self-harm with aspirin,8.8.34.6,1.8.8.34.6,2.8.8.34.6,EN93,N04
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Self-harm or self poisoning,Self-harm with paracetamol ,8.8.34.7,1.8.8.34.7,2.8.8.34.7,EN78,N04
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Self-harm or self poisoning,Self-harm with industrial or agricultural chemicals ,8.8.34.8,1.8.8.34.8,2.8.8.34.8,EN65,N04
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Self-harm or self poisoning,Self-harm with insulin,8.8.34.9,1.8.8.34.9,2.8.8.34.9,EN95,N04
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Alkalaemia,Gastric fluid loss,8.8.4.1,1.8.8.4.1,2.8.8.4.1,EN26,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Alkalaemia,Alkali ingestion,8.8.4.2,1.8.8.4.2,2.8.8.4.2,EN9,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hypercalcaemia,Paraneoplastic hypercalcaemia,8.8.42.1,1.8.8.42.1,2.8.8.42.1,EN58,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hypercalcaemia,Vitamin D intoxication,8.8.42.2,1.8.8.42.2,2.8.8.42.2,EN71,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hypercalcaemia,Milk-alkali syndrome,8.8.42.3,1.8.8.42.3,2.8.8.42.3,EN47,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Hypercalcaemia,Hyperparathyroidism,8.8.42.4,1.8.8.42.4,2.8.8.42.4,EN105,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Fluid overload,Water intoxication,8.8.43.1,1.8.8.43.1,2.8.8.43.1,EN73,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Fluid overload,Excess parenteral fluids,8.8.43.2,1.8.8.43.2,2.8.8.43.2,EN23,M28
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Envenomation,Snake bite,8.8.44.1,1.8.8.44.1,2.8.8.44.1,EN67,M36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Envenomation,"Envenomation, not by snake bite",8.8.44.2,1.8.8.44.2,2.8.8.44.2,EN52,C36
"Endo, Met, Thermoreg & Tox",Body fluids or tissues,Inborn errors of metabolism,Inborn errors of metabolism,8.8.45.1,1.8.8.45.1,2.8.8.45.1,EN40,M14
"Endo, Met, Thermoreg & Tox",Body composition,Obesity,Morbid obesity,8.9.29.1,1.8.9.29.1,2.8.9.29.1,EN48,M35
"Endo, Met, Thermoreg & Tox",Body composition,Starvation,Eating disorder,8.9.36.1,1.8.9.36.1,2.8.9.36.1,EN22,M35
"Endo, Met, Thermoreg & Tox",Body composition,Starvation,Short bowel syndrome,8.9.36.2,1.8.9.36.2,2.8.9.36.2,EN102,M35
Haematological/Immunological,Blood,Haemolysis or thrombocytopaenia,Autoimmune haemolysis,9.1.14.1,1.9.1.14.1,2.9.1.14.1,HA5,H32
Haematological/Immunological,Blood,Haemolysis or thrombocytopaenia,Thrombotic thrombocytopaenic purpura,9.1.14.10,1.9.1.14.10,2.9.1.14.10,HA33,H32
Haematological/Immunological,Blood,Haemolysis or thrombocytopaenia,Drug induced haemolysis,9.1.14.2,1.9.1.14.2,2.9.1.14.2,HA10,H32
Haematological/Immunological,Blood,Haemolysis or thrombocytopaenia,Disseminated intravascular coagulation,9.1.14.3,1.9.1.14.3,2.9.1.14.3,HA9,H32
Haematological/Immunological,Blood,Haemolysis or thrombocytopaenia,Idiopathic thrombocytopaenic purpura,9.1.14.4,1.9.1.14.4,2.9.1.14.4,HA19,H32
Haematological/Immunological,Blood,Haemolysis or thrombocytopaenia,Drug induced thrombocytopaenia,9.1.14.5,1.9.1.14.5,2.9.1.14.5,HA12,H32
Haematological/Immunological,Blood,Haemolysis or thrombocytopaenia,Haemolytic uraemic syndrome,9.1.14.6,1.9.1.14.6,2.9.1.14.6,HA15,H32
Haematological/Immunological,Blood,Haemolysis or thrombocytopaenia,Henoch-Schonlein purpura,9.1.14.7,1.9.1.14.7,2.9.1.14.7,HA17,H32
Haematological/Immunological,Blood,Haemolysis or thrombocytopaenia,Transfusion reaction,9.1.14.8,1.9.1.14.8,2.9.1.14.8,HA34,H25
Haematological/Immunological,Blood,Haemolysis or thrombocytopaenia,HELLP syndrome,9.1.14.9,1.9.1.14.9,2.9.1.14.9,HA28,C16
Haematological/Immunological,Blood,Infection,Leishmaniasis,9.1.27.1,1.9.1.27.1,2.9.1.27.1,HA20,H01
Haematological/Immunological,Blood,Infection,Malaria,9.1.27.2,1.9.1.27.2,2.9.1.27.2,HA21,H01
Haematological/Immunological,Blood,Infection,HIV,9.1.27.3,1.9.1.27.3,2.9.1.27.3,HA14,H01
Haematological/Immunological,Blood,Infection,Septicaemia,9.1.27.4,1.9.1.27.4,2.9.1.27.4,HA29,H01
Haematological/Immunological,Blood,Infection,Leptospirosis,9.1.27.5,1.9.1.27.5,2.9.1.27.5,GE29,R01
Haematological/Immunological,Blood,Infection,Mononucleosis,9.1.27.6,1.9.1.27.6,2.9.1.27.6,HA22,H01
Haematological/Immunological,Blood,Congenital or acquired deformity or abnormality,Anaemia,9.1.8.1,1.9.1.8.1,2.9.1.8.1,HA3,H32
Haematological/Immunological,Blood,Congenital or acquired deformity or abnormality,Polycythaemia,9.1.8.2,1.9.1.8.2,2.9.1.8.2,HA26,H14
Haematological/Immunological,Blood,Congenital or acquired deformity or abnormality,Porphyria,9.1.8.3,1.9.1.8.3,2.9.1.8.3,HA27,H32
Haematological/Immunological,Blood,Congenital or acquired deformity or abnormality,Sickle cell disease,9.1.8.4,1.9.1.8.4,2.9.1.8.4,HA30,H14
Haematological/Immunological,Blood,Congenital or acquired deformity or abnormality,Spherocytosis or stomatocytosis,9.1.8.5,1.9.1.8.5,2.9.1.8.5,HA31,H14
Haematological/Immunological,Blood,Congenital or acquired deformity or abnormality,Thalassaemia,9.1.8.6,1.9.1.8.6,2.9.1.8.6,HA32,H14
Haematological/Immunological,Blood,Congenital or acquired deformity or abnormality,Haemophilia or von Willebrand's disease,9.1.8.7,1.9.1.8.7,2.9.1.8.7,HA16,H14
Haematological/Immunological,Blood,Congenital or acquired deformity or abnormality,Pro-coagulant states,9.1.8.9,1.9.1.8.9,2.9.1.8.9,HA35,H32
Haematological/Immunological,Marrow,Hypoplasia or dysplasia,Aplastic anaemia,9.2.25.1,1.9.2.25.1,2.9.2.25.1,HA4,H32
Haematological/Immunological,Marrow,Hypoplasia or dysplasia,Drug induced hypoplasia,9.2.25.2,1.9.2.25.2,2.9.2.25.2,HA11,H32
Haematological/Immunological,Marrow,Hypoplasia or dysplasia,Myelodysplasia,9.2.25.3,1.9.2.25.3,2.9.2.25.3,HA23,H02
Haematological/Immunological,Marrow,Transplant (or related),Bone marrow allograft,9.2.37.1,1.9.2.37.1,2.9.2.37.1,HA6,H33
Haematological/Immunological,Marrow,Transplant (or related),Graft vs Host disease,9.2.37.2,1.9.2.37.2,2.9.2.37.2,HA13,H33
Haematological/Immunological,Marrow,Tumour or malignancy,Acute lymphoblastic leukaemia,9.2.39.1,1.9.2.39.1,2.9.2.39.1,HA1,H02
Haematological/Immunological,Marrow,Tumour or malignancy,Acute myeloblastic leukaemia,9.2.39.2,1.9.2.39.2,2.9.2.39.2,HA2,H02
Haematological/Immunological,Marrow,Tumour or malignancy,Chronic lymphocytic leukaemia,9.2.39.3,1.9.2.39.3,2.9.2.39.3,HA7,H02
Haematological/Immunological,Marrow,Tumour or malignancy,Chronic myelogenous leukaemia,9.2.39.4,1.9.2.39.4,2.9.2.39.4,HA8,H02
Haematological/Immunological,Marrow,Tumour or malignancy,Hodgkin's lymphoma,9.2.39.5,1.9.2.39.5,2.9.2.39.5,HA18,H02
